buyer_id,sex,occupation,year_of_birth,phone_n,channel
552,F,Clerk,1990,033-992-8575,Radio
553,F,Unemployed,1974,095-381-9221,Outdoor advertising
554,F,Clerk,1980,029-433-8677,Outdoor advertising
555,F,Self-employed,1979,017-647-7926,Outdoor advertising
556,M,Student,1978,031-264-2619,Internet
557,F,Self-employed,1970,026-493-4789,Internet
558,M,Clerk,1967,049-772-6858,Internet
559,F,Self-employed,1965,035-926-1873,Friends
560,F,Clerk,1963,046-544-4845,Outdoor advertising
561,M,Clerk,1983,059-555-7676,Outdoor advertising
562,F,Civil servant,1979,042-556-3635,Radio
563,F,Clerk,1973,043-436-5655,Outdoor advertising
564,F,Clerk,1974,032-214-4389,Outdoor advertising
565,M,Clerk,1966,026-777-1263,Outdoor advertising
566,F,Clerk,1960,023-689-6276,Outdoor advertising
567,M,Clerk,1971,019-713-4697,Outdoor advertising
568,F,Clerk,1975,074-828-4398,Outdoor advertising
569,M,Self-employed,1967,023-418-6257,Outdoor advertising
570,F,Clerk,1975,083-478-6665,Friends
571,M,Self-employed,1974,097-144-3649,Outdoor advertising
572,F,Civil servant,1973,053-482-9913,Internet
573,F,Clerk,1977,022-836-8264,Outdoor advertising
574,F,Clerk,1992,045-189-5865,Internet
575,F,Clerk,1990,087-424-4652,Outdoor advertising
576,M,Clerk,1983,043-488-9748,Outdoor advertising
577,F,Self-employed,1967,097-824-1712,Radio
578,M,Clerk,1975,042-956-1513,Friends
579,F,Student,1967,021-924-5767,Outdoor advertising
580,F,Civil servant,1961,094-278-8944,Friends
581,F,Clerk,1962,095-119-4984,Outdoor advertising
582,M,Clerk,1978,067-883-9986,Internet
583,F,Self-employed,1962,049-935-5798,Incidental
584,F,Student,1984,054-671-4268,Outdoor advertising
585,M,Clerk,1987,017-753-3121,Internet
586,M,Self-employed,1988,032-713-1676,Friends
587,F,Student,1982,079-929-1538,Friends
588,F,Unemployed,1989,019-551-9887,Friends
589,M,Self-employed,1962,028-285-4754,Radio
590,M,Clerk,1963,045-517-6891,Internet
591,F,Self-employed,1974,084-594-8766,Outdoor advertising
592,F,Clerk,1965,035-179-2735,Outdoor advertising
593,F,Civil servant,1972,052-617-1181,Radio
594,F,Self-employed,1986,082-691-5799,Incidental
595,F,Unemployed,1974,099-197-4775,Internet
596,M,Clerk,1974,044-182-9334,Outdoor advertising
597,M,Civil servant,1976,023-722-1218,Outdoor advertising
598,M,Civil servant,1977,096-117-4333,Internet
599,M,Clerk,1979,037-572-2925,Friends
600,F,Clerk,1975,014-251-1425,Internet
601,F,Civil servant,1976,047-324-1598,Internet
602,M,Unemployed,1975,024-753-6244,Internet
603,F,Clerk,1978,069-992-9895,Outdoor advertising
604,M,Student,1974,025-497-5579,Incidental
605,M,Civil servant,1967,093-153-2541,Incidental
606,M,Student,1969,028-272-9653,Friends
607,F,Student,1980,068-148-4644,Outdoor advertising
608,F,Clerk,1977,046-851-1642,Outdoor advertising
609,M,Clerk,1969,023-753-7459,Outdoor advertising
610,F,Student,1992,086-544-6346,Outdoor advertising
611,F,Clerk,1990,019-157-7458,Incidental
612,F,Civil servant,1971,038-926-1534,Internet
613,F,Student,1964,079-818-5574,Radio
614,M,Unemployed,1972,022-271-6594,Internet
615,M,Clerk,1987,015-965-7322,Outdoor advertising
616,F,Clerk,1975,062-854-1596,Outdoor advertising
617,F,Self-employed,1967,028-649-4262,Friends
618,M,Self-employed,1980,031-872-2694,Outdoor advertising
619,F,Unemployed,1983,033-162-7384,Outdoor advertising
620,M,Clerk,1963,077-168-3882,Friends
621,M,Self-employed,1987,022-315-2319,Internet
622,F,Self-employed,1961,055-969-4761,Outdoor advertising
623,F,Civil servant,1977,095-444-3219,Friends
624,F,Unemployed,1982,085-399-5713,Incidental
625,F,Self-employed,1981,036-946-5391,Radio
626,M,Clerk,1967,016-154-8926,Internet
627,M,Self-employed,1968,072-548-1943,Radio
628,F,Clerk,1964,071-791-9759,Internet
629,F,Student,1983,023-186-8946,Internet
630,F,Clerk,1967,073-734-1988,Internet
631,F,Unemployed,1973,022-893-4116,Internet
632,F,Clerk,1980,044-471-2569,Outdoor advertising
633,F,Clerk,1964,036-554-6981,Outdoor advertising
634,M,Unemployed,1965,085-489-3538,Internet
635,M,Clerk,1968,042-983-5956,Friends
636,M,Self-employed,1979,094-445-4583,Outdoor advertising
637,M,Clerk,1961,064-574-3663,Outdoor advertising
638,F,Self-employed,1964,028-871-6222,Friends
639,M,Clerk,1989,092-763-7985,Outdoor advertising
640,F,Clerk,1976,034-272-6528,Incidental
641,F,Self-employed,1976,015-153-4987,Radio
642,F,Self-employed,1972,071-995-5853,Outdoor advertising
643,F,Self-employed,1973,039-587-5852,Internet
644,M,Self-employed,1983,093-962-5545,Friends
645,F,Student,1985,049-328-2952,Internet
646,F,Clerk,1962,073-958-4298,Internet
647,F,Self-employed,1970,017-454-3548,Outdoor advertising
648,M,Student,1972,084-964-9477,Friends
649,F,Self-employed,1973,031-698-6337,Incidental
650,M,Clerk,1976,018-461-5766,Incidental
651,F,Self-employed,1980,058-868-3345,Outdoor advertising
652,M,Student,1988,075-493-1151,Outdoor advertising
653,F,Clerk,1989,031-598-2131,Outdoor advertising
654,F,Clerk,1962,075-861-8788,Friends
655,F,Student,1989,064-493-2743,Internet
656,M,Civil servant,1975,024-748-2165,Radio
657,F,Unemployed,1991,036-134-9279,Incidental
658,F,Student,1979,098-937-9459,Incidental
659,F,Self-employed,1980,082-518-8269,Outdoor advertising
660,F,Clerk,1981,021-342-8287,Outdoor advertising
661,F,Student,1964,029-331-2993,Friends
662,F,Unemployed,1963,061-735-4151,Friends
663,F,Student,1967,079-575-6764,Outdoor advertising
664,M,Self-employed,1971,038-762-4269,Internet
665,F,Self-employed,1991,055-126-9374,Internet
666,M,Clerk,1983,096-237-9764,Friends
667,F,Clerk,1965,081-193-6482,Friends
668,F,Clerk,1981,041-119-1736,Outdoor advertising
669,M,Clerk,1976,063-156-8774,Internet
670,M,Student,1972,028-439-1821,Outdoor advertising
671,F,Self-employed,1966,099-885-3186,Outdoor advertising
672,F,Civil servant,1968,085-178-7338,Outdoor advertising
673,M,Civil servant,1966,093-597-1512,Outdoor advertising
674,M,Civil servant,1984,031-992-4591,Incidental
675,M,Student,1979,031-168-3153,Outdoor advertising
676,M,Clerk,1969,087-783-2934,Friends
677,M,Civil servant,1964,092-398-1547,Radio
678,M,Clerk,1985,033-912-1819,Friends
679,M,Self-employed,1966,015-451-3428,Internet
680,F,Clerk,1985,012-774-1432,Internet
681,M,Self-employed,1989,083-851-9277,Outdoor advertising
682,F,Clerk,1970,015-979-1689,Incidental
683,F,Unemployed,1963,098-486-9552,Outdoor advertising
684,F,Clerk,1977,036-796-9842,Outdoor advertising
685,F,Clerk,1989,096-253-1177,Radio
686,F,Civil servant,1970,091-937-5821,Internet
687,M,Student,1966,083-658-4595,Outdoor advertising
688,F,Clerk,1969,062-219-8288,Internet
689,F,Student,1980,014-333-2495,Outdoor advertising
690,F,Student,1992,028-432-8423,Friends
691,F,Clerk,1976,066-451-2882,Radio
692,F,Self-employed,1977,045-872-7424,Outdoor advertising
693,F,Civil servant,1992,046-285-2217,Outdoor advertising
694,M,Civil servant,1985,093-325-9986,Outdoor advertising
695,F,Clerk,1976,045-846-1558,Friends
696,F,Clerk,1977,084-319-3887,Internet
697,F,Student,1975,062-673-1957,Internet
698,F,Civil servant,1964,026-182-4672,Outdoor advertising
699,M,Unemployed,1983,047-511-7615,Friends
700,F,Self-employed,1972,067-931-6477,Outdoor advertising
701,M,Self-employed,1982,091-313-8982,Incidental
702,F,Clerk,1975,028-424-3693,Friends
703,F,Civil servant,1981,059-691-3433,Outdoor advertising
704,M,Unemployed,1986,032-465-2647,Friends
705,M,Clerk,1974,031-695-7736,Outdoor advertising
706,M,Civil servant,1982,058-725-6782,Radio
707,F,Self-employed,1990,053-714-6413,Outdoor advertising
708,F,Self-employed,1981,029-212-7731,Radio
709,M,Self-employed,1977,092-716-4642,Outdoor advertising
710,M,Clerk,1984,061-781-8947,Incidental
711,M,Clerk,1991,015-358-5425,Internet
712,F,Civil servant,1978,074-298-8896,Outdoor advertising
713,F,Student,1988,075-771-5537,Outdoor advertising
714,F,Clerk,1988,054-476-6432,Outdoor advertising
715,M,Clerk,1970,044-349-4344,Outdoor advertising
716,F,Student,1973,013-437-3313,Friends
717,M,Student,1992,013-999-2446,Outdoor advertising
718,F,Student,1991,076-367-6637,Outdoor advertising
719,M,Clerk,1989,083-616-4635,Outdoor advertising
720,F,Self-employed,1988,039-958-1339,Outdoor advertising
721,M,Self-employed,1989,058-793-8765,Internet
722,F,Clerk,1962,032-447-8548,Internet
723,M,Clerk,1979,017-762-3316,Internet
724,M,Student,1970,064-684-5274,Friends
725,M,Student,1962,091-864-9151,Internet
726,F,Clerk,1987,085-798-4858,Incidental
727,F,Self-employed,1972,048-958-2419,Outdoor advertising
728,F,Clerk,1990,028-191-9279,Internet
729,F,Clerk,1978,091-938-6117,Outdoor advertising
730,M,Civil servant,1975,088-798-1471,Friends
731,M,Student,1977,072-444-4857,Internet
732,M,Clerk,1973,053-447-3497,Outdoor advertising
733,F,Self-employed,1960,079-829-5581,Radio
734,F,Clerk,1972,053-618-4552,Incidental
735,M,Clerk,1977,032-358-9867,Internet
736,M,Clerk,1982,078-123-4685,Internet
737,M,Clerk,1989,036-514-3549,Internet
738,F,Clerk,1989,081-322-6774,Internet
739,F,Civil servant,1962,076-926-7494,Friends
740,M,Civil servant,1965,089-332-4732,Outdoor advertising
741,F,Clerk,1988,042-811-2169,Friends
742,F,Clerk,1991,021-881-6923,Internet
743,M,Unemployed,1979,075-448-3278,Outdoor advertising
744,F,Unemployed,1978,089-721-6943,Incidental
745,M,Clerk,1983,023-326-4945,Outdoor advertising
746,M,Student,1977,096-787-1865,Friends
747,F,Self-employed,1968,025-938-7442,Outdoor advertising
748,F,Civil servant,1978,061-312-8492,Incidental
749,F,Clerk,1972,041-124-3941,Outdoor advertising
750,F,Clerk,1977,011-834-2561,Internet
751,F,Clerk,1965,062-922-6868,Outdoor advertising
752,F,Clerk,1980,059-341-9742,Outdoor advertising
753,M,Clerk,1968,065-946-5423,Friends
754,M,Student,1968,088-299-6687,Outdoor advertising
755,M,Clerk,1968,035-319-8281,Outdoor advertising
756,M,Student,1986,081-342-4812,Internet
757,F,Clerk,1961,042-945-2913,Outdoor advertising
758,F,Student,1981,053-714-6282,Friends
759,F,Civil servant,1966,029-729-1182,Outdoor advertising
760,F,Unemployed,1964,041-157-2963,Outdoor advertising
761,F,Self-employed,1964,016-637-4269,Outdoor advertising
762,M,Student,1974,097-516-4996,Radio
763,F,Student,1983,045-678-5648,Incidental
764,M,Self-employed,1970,016-586-8234,Incidental
765,F,Clerk,1981,053-268-8416,Internet
766,F,Self-employed,1987,041-349-2786,Outdoor advertising
767,M,Unemployed,1990,056-955-1198,Outdoor advertising
768,F,Unemployed,1978,073-436-3726,Outdoor advertising
769,F,Self-employed,1992,037-218-7197,Internet
770,M,Student,1961,033-365-1816,Outdoor advertising
771,F,Clerk,1966,048-853-8988,Friends
772,F,Student,1986,045-988-8162,Outdoor advertising
773,M,Self-employed,1975,043-221-9472,Internet
774,F,Student,1974,075-731-1176,Friends
775,F,Civil servant,1981,019-652-8556,Outdoor advertising
776,F,Clerk,1985,061-345-1677,Internet
777,F,Clerk,1968,015-992-6998,Outdoor advertising
778,M,Student,1971,016-113-7456,Outdoor advertising
779,M,Clerk,1990,042-638-9487,Outdoor advertising
780,M,Student,1974,087-373-2299,Internet
781,M,Unemployed,1969,078-355-3456,Outdoor advertising
782,M,Self-employed,1971,011-724-6443,Internet
783,F,Clerk,1967,071-628-2853,Outdoor advertising
784,F,Student,1987,073-434-8493,Outdoor advertising
785,F,Self-employed,1963,028-929-6535,Outdoor advertising
786,F,Civil servant,1981,081-138-4898,Radio
787,F,Self-employed,1967,046-436-9842,Outdoor advertising
788,F,Unemployed,1977,046-435-4279,Incidental
789,M,Civil servant,1977,027-722-2388,Friends
790,F,Civil servant,1976,087-148-2443,Friends
791,F,Clerk,1990,031-913-5694,Internet
792,F,Student,1975,052-528-2451,Outdoor advertising
793,F,Student,1970,072-347-9694,Outdoor advertising
794,M,Self-employed,1961,049-333-9859,Internet
795,M,Unemployed,1974,015-993-6319,Internet
796,F,Clerk,1963,048-145-2357,Radio
797,M,Clerk,1961,042-217-9423,Outdoor advertising
798,M,Clerk,1975,091-687-3128,Incidental
799,F,Student,1965,046-786-8572,Radio
800,F,Civil servant,1985,099-795-2769,Outdoor advertising
801,F,Student,1961,041-428-1422,Radio
802,M,Unemployed,1965,026-777-9858,Outdoor advertising
803,F,Clerk,1991,072-531-5315,Friends
804,F,Clerk,1978,037-811-8629,Outdoor advertising
805,F,Unemployed,1980,062-663-4112,Outdoor advertising
806,M,Self-employed,1974,037-441-8815,Outdoor advertising
807,M,Civil servant,1986,011-828-1347,Outdoor advertising
808,M,Clerk,1964,041-122-1574,Internet
809,M,Student,1964,083-422-6932,Internet
810,F,Clerk,1975,042-792-9223,Outdoor advertising
811,M,Clerk,1980,053-788-9142,Radio
812,M,Self-employed,1977,039-878-6396,Internet
813,M,Student,1962,025-147-8747,Outdoor advertising
814,M,Student,1969,086-254-2173,Internet
815,F,Self-employed,1975,037-455-1775,Incidental
816,F,Student,1969,018-694-2977,Outdoor advertising
817,F,Unemployed,1981,076-885-2115,Outdoor advertising
818,F,Civil servant,1992,091-668-9654,Incidental
819,M,Unemployed,1979,082-556-9167,Outdoor advertising
820,M,Clerk,1986,061-555-4989,Outdoor advertising
821,M,Clerk,1961,073-545-2248,Incidental
822,M,Clerk,1970,092-836-8391,Radio
823,F,Unemployed,1988,086-661-8799,Outdoor advertising
824,F,Clerk,1969,028-428-7152,Outdoor advertising
825,M,Clerk,1976,074-473-2385,Friends
826,F,Student,1987,061-559-3923,Outdoor advertising
827,F,Clerk,1986,042-135-8383,Internet
828,F,Clerk,1979,037-159-7593,Radio
829,M,Student,1990,055-333-4132,Outdoor advertising
830,M,Self-employed,1973,086-418-1399,Outdoor advertising
831,F,Self-employed,1991,086-437-3212,Friends
832,F,Self-employed,1983,039-779-8446,Outdoor advertising
833,F,Unemployed,1981,075-714-5858,Incidental
834,M,Clerk,1972,097-544-8172,Outdoor advertising
835,M,Clerk,1981,012-399-8831,Outdoor advertising
836,F,Self-employed,1986,057-632-9782,Internet
837,M,Self-employed,1965,077-982-1815,Incidental
838,M,Student,1967,015-638-1151,Outdoor advertising
839,F,Student,1983,065-842-6837,Outdoor advertising
840,F,Student,1991,039-941-7571,Friends
841,F,Self-employed,1988,099-612-3918,Outdoor advertising
842,F,Clerk,1983,083-134-8495,Friends
843,M,Unemployed,1977,052-322-9664,Outdoor advertising
844,F,Unemployed,1980,087-616-6385,Outdoor advertising
845,M,Clerk,1963,076-769-7469,Friends
846,F,Clerk,1986,036-583-5122,Outdoor advertising
847,F,Clerk,1970,077-766-1548,Outdoor advertising
848,F,Self-employed,1970,085-659-4329,Internet
849,M,Clerk,1985,062-643-8499,Outdoor advertising
850,M,Civil servant,1974,068-567-7145,Internet
851,F,Unemployed,1961,071-872-8468,Internet
852,M,Student,1970,026-896-9993,Friends
853,F,Self-employed,1984,078-416-5727,Internet
854,M,Civil servant,1960,053-241-9898,Friends
855,F,Civil servant,1979,071-915-1175,Friends
856,F,Student,1971,088-168-7452,Outdoor advertising
857,F,Self-employed,1991,013-661-8652,Outdoor advertising
858,F,Clerk,1985,079-122-5294,Outdoor advertising
859,M,Self-employed,1965,063-558-2663,Incidental
860,F,Civil servant,1989,047-584-4166,Outdoor advertising
861,F,Clerk,1964,022-235-7966,Friends
862,F,Clerk,1985,089-234-9165,Outdoor advertising
863,M,Clerk,1968,043-586-5757,Outdoor advertising
864,F,Unemployed,1971,027-537-9137,Outdoor advertising
865,M,Clerk,1964,074-377-6411,Internet
866,M,Student,1982,033-257-5449,Friends
867,M,Student,1987,063-236-2764,Friends
868,F,Clerk,1973,051-174-8323,Friends
869,F,Unemployed,1976,086-464-5884,Friends
870,F,Student,1965,033-163-5979,Friends
871,F,Unemployed,1987,038-892-8859,Internet
872,F,Self-employed,1978,052-183-8669,Internet
873,M,Clerk,1969,014-414-6656,Outdoor advertising
874,M,Student,1961,012-151-1414,Outdoor advertising
875,M,Clerk,1973,025-115-2842,Friends
876,M,Student,1964,062-769-6722,Internet
877,F,Unemployed,1977,062-614-3475,Outdoor advertising
878,F,Self-employed,1964,076-589-5897,Friends
879,F,Clerk,1989,092-822-8664,Outdoor advertising
880,F,Student,1989,016-225-2183,Outdoor advertising
881,F,Student,1963,071-967-8581,Friends
882,M,Civil servant,1987,064-753-3784,Outdoor advertising
883,M,Clerk,1978,069-473-9173,Radio
884,M,Student,1976,092-571-1138,Internet
885,F,Clerk,1963,057-425-6932,Friends
886,F,Self-employed,1961,076-255-9348,Incidental
887,M,Clerk,1980,071-573-2333,Outdoor advertising
888,F,Clerk,1961,087-892-6694,Friends
889,F,Clerk,1989,065-312-1798,Internet
890,F,Student,1964,015-421-9758,Outdoor advertising
891,F,Self-employed,1974,057-213-6191,Outdoor advertising
892,F,Student,1961,077-342-6134,Outdoor advertising
893,M,Clerk,1972,065-252-8871,Internet
894,F,Civil servant,1972,073-347-1199,Friends
895,M,Clerk,1985,021-873-9626,Outdoor advertising
896,M,Student,1980,044-121-8558,Radio
897,M,Student,1983,064-769-2836,Friends
898,F,Clerk,1986,028-332-1862,Internet
899,F,Unemployed,1975,068-399-5872,Internet
900,M,Clerk,1970,045-371-3776,Outdoor advertising
901,F,Unemployed,1974,025-679-8967,Outdoor advertising
902,F,Clerk,1991,065-648-1975,Incidental
903,F,Self-employed,1972,083-738-4381,Friends
904,F,Clerk,1964,075-275-4977,Incidental
905,F,Unemployed,1978,082-986-3366,Internet
906,M,Clerk,1989,034-956-2381,Friends
907,M,Clerk,1991,067-859-6971,Outdoor advertising
908,M,Student,1977,092-788-8147,Outdoor advertising
909,F,Clerk,1990,042-885-9382,Internet
910,M,Clerk,1970,067-124-1428,Outdoor advertising
911,M,Clerk,1981,073-599-7327,Outdoor advertising
912,M,Clerk,1974,024-248-7895,Friends
913,F,Self-employed,1982,064-534-4517,Internet
914,F,Clerk,1966,059-373-7351,Friends
915,F,Clerk,1972,076-724-2774,Incidental
916,M,Clerk,1964,086-294-1247,Internet
917,F,Student,1988,035-825-6752,Outdoor advertising
918,F,Self-employed,1968,042-743-6329,Outdoor advertising
919,F,Student,1984,055-546-1182,Friends
920,M,Self-employed,1980,026-376-4573,Incidental
921,M,Clerk,1978,031-953-5868,Outdoor advertising
922,M,Self-employed,1979,093-127-2877,Friends
923,F,Civil servant,1985,068-718-2949,Internet
924,F,Unemployed,1984,087-899-4817,Outdoor advertising
925,M,Civil servant,1962,079-347-4319,Incidental
926,F,Clerk,1965,083-788-6358,Outdoor advertising
927,F,Clerk,1963,077-615-9849,Outdoor advertising
928,F,Civil servant,1972,034-222-9549,Radio
929,F,Unemployed,1984,011-223-3346,Outdoor advertising
930,F,Clerk,1980,052-376-2421,Outdoor advertising
931,M,Student,1972,061-487-8578,Outdoor advertising
932,F,Clerk,1964,022-769-4958,Friends
933,F,Unemployed,1968,039-931-1831,Friends
934,F,Unemployed,1970,064-132-4761,Friends
935,F,Student,1966,081-354-2441,Outdoor advertising
936,F,Civil servant,1974,093-621-8196,Friends
937,F,Self-employed,1970,028-625-9582,Internet
938,M,Unemployed,1981,017-256-6292,Outdoor advertising
939,F,Clerk,1985,043-737-1384,Internet
940,M,Clerk,1960,081-958-8346,Internet
941,M,Clerk,1990,041-533-6224,Friends
942,F,Student,1971,097-485-1961,Friends
943,F,Self-employed,1966,018-537-7438,Outdoor advertising
944,F,Clerk,1974,064-937-7734,Incidental
945,F,Unemployed,1970,035-478-2927,Outdoor advertising
946,M,Self-employed,1969,019-644-9359,Outdoor advertising
947,F,Student,1987,019-221-7637,Internet
948,F,Self-employed,1981,028-479-9718,Outdoor advertising
949,M,Unemployed,1963,094-776-3967,Internet
950,M,Clerk,1960,019-588-7537,Radio
951,F,Civil servant,1963,025-855-4581,Friends
952,F,Clerk,1984,046-449-9855,Internet
953,M,Self-employed,1979,041-314-5422,Radio
954,F,Self-employed,1967,083-795-4794,Incidental
955,F,Civil servant,1986,088-651-6521,Outdoor advertising
956,F,Civil servant,1977,066-875-7586,Outdoor advertising
957,F,Civil servant,1972,087-686-2825,Radio
958,M,Clerk,1969,033-769-8486,Outdoor advertising
959,F,Student,1981,017-433-4437,Outdoor advertising
960,F,Self-employed,1975,024-327-9498,Friends
961,F,Clerk,1992,029-851-5671,Internet
962,F,Student,1985,092-976-2781,Outdoor advertising
963,F,Self-employed,1981,048-793-1711,Friends
964,F,Student,1991,051-983-4291,Internet
965,F,Unemployed,1980,069-182-4754,Outdoor advertising
966,F,Unemployed,1972,029-765-6773,Outdoor advertising
967,F,Self-employed,1981,043-774-8817,Incidental
968,M,Self-employed,1967,028-254-6294,Outdoor advertising
969,F,Self-employed,1972,048-152-9234,Outdoor advertising
970,F,Student,1987,067-399-8258,Radio
971,M,Clerk,1973,091-763-6964,Outdoor advertising
972,F,Self-employed,1983,072-766-9443,Friends
973,M,Unemployed,1979,092-512-7677,Incidental
974,F,Self-employed,1960,094-223-5118,Outdoor advertising
975,M,Clerk,1989,066-238-3692,Outdoor advertising
976,M,Civil servant,1976,054-566-5621,Internet
977,F,Student,1976,035-261-2117,Friends
978,F,Unemployed,1980,058-459-6121,Friends
979,M,Clerk,1973,074-987-7662,Incidental
980,M,Clerk,1967,064-515-9776,Incidental
981,M,Clerk,1968,044-649-9649,Outdoor advertising
982,M,Civil servant,1962,074-819-8222,Internet
983,F,Student,1961,054-339-7384,Internet
984,F,Self-employed,1964,045-134-8184,Internet
985,F,Civil servant,1988,081-315-3816,Incidental
986,M,Clerk,1966,088-223-2161,Friends
987,F,Student,1963,075-926-7683,Radio
988,M,Student,1960,086-724-5743,Outdoor advertising
989,F,Clerk,1982,027-967-1833,Outdoor advertising
990,M,Student,1989,032-914-8129,Incidental
991,F,Self-employed,1962,076-223-9414,Outdoor advertising
992,F,Self-employed,1987,077-837-4712,Outdoor advertising
993,F,Self-employed,1982,065-657-6945,Internet
994,M,Student,1963,046-196-4432,Internet
995,F,Self-employed,1960,094-546-5548,Friends
996,F,Clerk,1966,088-916-1982,Incidental
997,M,Unemployed,1980,085-933-7267,Outdoor advertising
998,F,Clerk,1961,037-153-4114,Friends
999,F,Clerk,1962,039-871-3699,Friends
1000,M,Clerk,1991,044-724-5667,Radio
1001,M,Student,1971,082-932-4898,Outdoor advertising
1002,F,Clerk,1981,043-534-7835,Internet
1003,F,Student,1978,018-129-5512,Outdoor advertising
1004,F,Unemployed,1991,061-844-6358,Outdoor advertising
1005,M,Clerk,1968,019-479-6977,Internet
1006,M,Student,1991,044-642-1237,Outdoor advertising
1007,F,Clerk,1977,059-768-2663,Friends
1008,F,Civil servant,1982,022-693-3537,Friends
1009,F,Clerk,1989,084-536-9356,Outdoor advertising
1010,M,Clerk,1970,021-859-7289,Friends
1011,M,Clerk,1975,049-612-9623,Outdoor advertising
1012,M,Clerk,1963,075-244-3876,Incidental
1013,F,Clerk,1970,045-853-7474,Incidental
1014,M,Student,1967,095-985-6217,Incidental
1015,M,Clerk,1970,094-599-2319,Outdoor advertising
1016,M,Clerk,1987,064-195-5337,Friends
1017,F,Self-employed,1992,094-314-5817,Outdoor advertising
1018,F,Unemployed,1968,072-263-5315,Friends
1019,F,Unemployed,1988,053-574-5961,Outdoor advertising
1020,F,Student,1962,053-717-4286,Incidental
1021,F,Clerk,1990,057-782-6332,Radio
1022,M,Self-employed,1979,025-281-3431,Friends
1023,F,Clerk,1960,088-682-2785,Outdoor advertising
1024,F,Self-employed,1961,036-612-3279,Internet
1025,M,Clerk,1979,088-156-5826,Internet
1026,F,Self-employed,1989,065-836-2916,Outdoor advertising
1027,F,Clerk,1986,044-163-8419,Outdoor advertising
1028,M,Student,1963,096-312-6749,Internet
1029,F,Clerk,1982,028-748-6865,Outdoor advertising
1030,M,Self-employed,1982,083-961-8536,Outdoor advertising
1031,M,Self-employed,1985,051-569-6872,Outdoor advertising
1032,F,Clerk,1978,079-519-2693,Friends
1033,F,Civil servant,1965,038-712-2712,Radio
1034,F,Clerk,1970,062-454-9297,Outdoor advertising
1035,M,Clerk,1960,034-268-6441,Radio
1036,M,Student,1972,045-859-1445,Friends
1037,F,Student,1989,031-454-9624,Incidental
1038,M,Clerk,1980,072-723-7359,Outdoor advertising
1039,F,Clerk,1972,029-685-4669,Outdoor advertising
1040,M,Self-employed,1992,046-878-1779,Incidental
1041,F,Student,1970,075-718-6971,Radio
1042,M,Student,1976,037-868-1762,Outdoor advertising
1043,F,Unemployed,1981,055-959-3731,Radio
1044,F,Civil servant,1982,022-437-9561,Radio
1045,F,Clerk,1992,038-646-9413,Outdoor advertising
1046,F,Self-employed,1973,099-181-6636,Outdoor advertising
1047,F,Unemployed,1991,044-356-6478,Outdoor advertising
1048,F,Self-employed,1977,083-736-6979,Incidental
1049,M,Student,1965,092-486-5128,Friends
1050,F,Unemployed,1970,078-937-2413,Incidental
1051,M,Student,1979,034-287-7366,Internet
1052,M,Clerk,1968,032-799-3767,Outdoor advertising
1053,F,Clerk,1975,037-312-6768,Friends
1054,M,Student,1960,055-936-6356,Outdoor advertising
1055,M,Unemployed,1973,032-197-2398,Incidental
1056,F,Clerk,1971,097-377-7122,Friends
1057,F,Student,1960,046-965-7455,Friends
1058,F,Student,1960,031-469-6843,Internet
1059,F,Civil servant,1983,046-185-3291,Internet
1060,F,Clerk,1989,095-884-8514,Friends
1061,M,Student,1986,016-418-8749,Incidental
1062,F,Self-employed,1973,044-762-2377,Outdoor advertising
1063,M,Student,1961,019-523-7125,Friends
1064,F,Clerk,1964,051-991-1846,Outdoor advertising
1065,M,Civil servant,1969,086-993-2178,Friends
1066,F,Clerk,1992,042-871-5892,Internet
1067,M,Self-employed,1960,016-545-8965,Incidental
1068,F,Self-employed,1989,042-623-3845,Outdoor advertising
1069,M,Self-employed,1992,045-449-9225,Radio
1070,F,Clerk,1981,096-831-5791,Radio
1071,M,Unemployed,1990,059-554-5953,Internet
1072,M,Self-employed,1978,022-778-9776,Friends
1073,M,Clerk,1970,038-645-3524,Outdoor advertising
1074,F,Clerk,1976,035-447-8592,Outdoor advertising
1075,F,Self-employed,1961,082-182-3725,Outdoor advertising
1076,M,Clerk,1971,025-286-5716,Internet
1077,F,Self-employed,1990,055-299-3275,Friends
1078,F,Civil servant,1960,063-697-4955,Internet
1079,F,Student,1992,057-335-1485,Internet
1080,F,Clerk,1974,065-724-2232,Outdoor advertising
1081,F,Civil servant,1971,085-793-7426,Outdoor advertising
1082,F,Clerk,1961,047-638-8842,Outdoor advertising
1083,M,Clerk,1962,046-993-5556,Internet
1084,F,Student,1960,087-918-3984,Outdoor advertising
1085,F,Self-employed,1985,038-734-5333,Friends
1086,F,Clerk,1985,021-919-4686,Outdoor advertising
1087,M,Civil servant,1990,055-323-4292,Outdoor advertising
1088,F,Clerk,1992,095-426-6328,Friends
1089,F,Civil servant,1973,068-751-1171,Friends
1090,F,Clerk,1966,086-231-2652,Outdoor advertising
1091,F,Self-employed,1969,075-654-8351,Friends
1092,F,Self-employed,1965,044-249-6844,Outdoor advertising
1093,F,Self-employed,1963,092-389-6822,Incidental
1094,M,Student,1991,091-394-4984,Friends
1095,M,Unemployed,1970,039-175-4161,Incidental
1096,F,Unemployed,1974,091-183-3525,Internet
1097,F,Clerk,1972,049-343-3998,Friends
1098,F,Student,1991,042-275-9433,Internet
1099,M,Unemployed,1980,055-432-2658,Friends
1100,F,Clerk,1989,039-495-4574,Outdoor advertising
